5.02,a
3.03,abajo
1.3,abandonado
1,abandonados
1.6,abeja
2.34,abierta
2.32,abierto
1.9,abra
1,abráis
1,abramos
1.48,abran
1.3,abras
1.48,abraza
1.78,abrazo
1,abrazos
3.08,abre
1.48,ábrela
1,ábrelas
1.7,ábrele
1.3,ábreles
1.6,ábrelo
1.48,ábreme
2.18,abren
2,abres
1.3,ábrete
1.78,abría
1.3,abrid
1,abridme
1.6,abriendo
1,abriera
1,abrigado
1.48,abrigados
1.48,abrigo
1.3,abrigos
1,abril
2.32,abrimos
2.78,abrir
1.3,abrirá
1,abriré
1,abriremos
1.85,abrirla
1.3,abrirle
1.6,abrirlo
1.3,abrirme
1.48,abrirte
1.9,abro
2.43,abuela
1,abuelico
2.56,abuelita
2.36,abuelito
1,abuelitos
2.72,abuelo
1.78,abuelos
1,aburres
1.7,aburrida
1.6,aburrido
1.48,aburridos
1.3,aburrimiento
1.3,aburrir
1.48,acá
2.15,acaba
1,acababa
1,acabada
2.71,acabado
1,acabáis
1.48,acabamos
1.3,acaban
1.95,acabar
1,acabarás
1,acabarme
1,acabarse
1.78,acabas
1.3,acabe
1.6,acabemos
1,acaben
1.48,acabo
2.41,acabó
1.3,acaso
1,acatarrado
2.04,accidente
1,accidentes
1.6,aceite
1,acera
1.6,acerca
1,acércame
1,acercamos
1.3,acercando
1,acercar
1,acercas
1.48,acércate
1.95,acerco
1,acerque
1.3,acertado
1,aclaro
1,acomodado
1,acompaña
1,acompañada
1.3,acompañándole
1.3,acompañante
1.6,acordaba
1,acordábamos
1.6,acordabas
1.48,acordado
1.48,acordáis
1.3,acordamos
1,acordarás
1,acordaste
1.6,acordeón
1,acostaba
1,acostaditos
1.3,acostado
1,acostados
1.6,acostamos
2,acostar
1.3,acostaría
1,acostarles
1.48,acostarlos
1,acostarnos
1,acostarse
1,acuarelas
1,acuerda
3.23,acuerdas
1,acuérdate
2.51,acuerdo
1.48,acuesta
1,acuéstales
1,acuestan
1,acuestas
1,acuesten
1.3,acuestes
2.15,adelante
2.54,además
2.57,adentro
2.8,adiós
1,adónde
1,adornado
1,adornan
1,adornando
1,adornar
1.3,adornarlo
1,adorne
1,adornicos
1.7,adorno
1.9,adornos
1,Adriana
1.6,afuera
1,agachada
1,agachado
1.3,agacharse
1,agachas
1.6,agarra
1,agarraba
1,agarrada
1.3,agarrado
1,agárralo
1,agarran
1,agarrando
1.3,agarrar
1,agarrarse
1,agarras
1,agárrate
1.48,agarro
1,agarró
1,agosto
3.25,agua
1,aguanta
1,aguante
1,Aguapolis
1,águila
1.3,agüita
1,aguja
1.3,agujerico
1.78,agujerito
1.78,agujero
1.3,agujeros
4.33,ah
4.23,ahí
1,ahoga
1.3,ahogan
1.48,ahogando
1,ahogándose
1.7,ahogar
1,ahogarse
4.17,ahora
1,Ainara
2.34,Ainhoa
2.08,aire
1.3,Aitana
1.3,Aitor
1.9,ajá
1,ajetreado
4.07,al
1.3,Alá
3.62,ála
2.48,alas
1,Alberto
1.3,Albi
1.3,albóndigas
1.3,alcohol
2.23,ále
1.3,alegre
1,alegres
1,alegría
1,alegro
1,alejados
1.78,Alejandro
1,aletas
2.3,Alex
1,alfalfa
2.08,alfombra
2.2,alforjas
3.07,algo
1,algodón
2.89,alguien
2.72,algún
2.52,alguna
1,algunas
2.46,alguno
1.7,algunos
1.6,Alicia
1,alimenta
1,Alis
1,alitas
1,alivio
2.63,allá
2.57,allí
1,almohaditas
1.3,almuerzo
1.3,almuerzos
2.26,alrededor
1.3,Alsasu
2.2,alta
1.48,altísimo
2.91,alto
1.3,altos
1,altura
1.7,alubias
1,alumnos
1,Álvaro
2.96,ama
1,Amá
1.9,amarilla
1.6,amarillas
2.23,amarillo
1.48,amarillos
2.11,Amaya
2.41,ambulancia
1,ambulancias
1,América
2.08,amiga
1.85,amigas
2.57,amigo
2.85,amigos
1,amiguetes
1,amiguico
1,amiguicos
1.48,amiguita
1,amiguitas
1.7,amiguito
1.6,amiguitos
1,amontonados
2.23,amor
1,amueblamos
1.3,amueblar
2.83,Ana
1,ancho
2.26,ancla
2.32,anda
2.26,andá
3.24,ánda
1,andaban
1.48,andado
1,andan
2.48,andando
2.36,andar
1.3,andas
1,ándate
2.28,Ander
1.48,Andoni
2.9,Andrea
1.3,Andrés
1.7,Ane
1.3,Ángel
2.74,ángel
1.48,Ángela
1,ángeles
1.78,angelico
2.38,angelito
1.3,angelitos
1,animado
2.32,animal
3.49,animales
1,animalico
2.2,animalicos
1,animalito
2.28,animalitos
1.48,Anita
2.32,año
2.56,años
2.89,antes
1,antiguo
1.6,Antolo
1,Anuka
1,Anuko
1,Anuska
1,apaga
1.48,apagada
1.7,apagado
1,apagan
1,apagar
1.3,apagues
1.85,aparca
1,aparcaban
